food_id,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15,N_16,N_17,N_18,N_19,N_20,N_21,N_22,N_23,N_24,N_25,N_26,N_27,N_28,N_29,N_30,N_31,N_32,N_33,N_34,N_35,N_36,N_37,N_38,N_39,N_40,N_41,N_42,N_43,N_44,N_45,N_46,N_47,N_48,N_49,N_50,N_51,N_52,N_53,N_54,N_55,N_56,N_57,N_58,N_59,N_60,N_61,N_62,N_63,N_64,N_65,N_66,N_67,N_68,N_69,N_70,N_71,N_72,N_73,N_74,N_75,N_76,N_77,N_78,N_79,N_80,N_81,N_82,N_83,N_84,N_85,N_86,N_87,N_88,N_89,N_90,N_91,N_92,N_93,N_94,N_95,N_96,N_97,N_98,N_99,N_100,N_101,N_102,N_103,N_104,N_105,N_106,N_107,N_108,N_109,N_110,N_111,N_112,N_113,N_114,N_115,N_116,N_117,N_118,N_119,N_120,N_121,N_122,N_123,N_124,N_125,N_126,N_127,N_128,N_129,N_130,N_131,N_132,N_133,N_134,N_135,N_136,N_137,N_138,N_139,N_140,N_141,N_142,N_143,N_144,N_145,N_146,N_147,N_148,N_149,N_150,N_151,N_152,N_153,N_154,N_155,N_156,N_157,N_158,N_159,N_160,N_161,N_162,N_163,N_164,N_165,N_166,N_167,N_168,N_169,N_170,N_171,N_172,N_173,N_174,N_175,N_176,N_177,N_178,N_179,N_180,N_181,N_182,N_183,N_184,N_185,N_186,N_187,N_188,N_189,N_190,N_191,N_192,N_193,N_194,N_195,N_196,N_197,N_198,N_199,N_200,N_201,N_202,N_203,N_204,N_205,N_206,N_207,N_208,N_209,N_210,N_211
food_64,,,,,0.0,,,,,,,,,0.0,107.0,,,28.28,,0.0,159.0,,0.0,,,,,,71.4,,,,,1.293,,0.0,,,,,,,572.0,,,,,,24.534,13.345999999999998,5.645,,,,,,,10.3,,51.0,51.0,51.0,0.0,,,,,,,,,,,,4.03,,,,,1160.0,0.0,,109.0,,,,,,,,0.464,,,,23.926,,0.106,,0.005,,,1.3730000000000002,,,,,469.0,,,,,1007.0,,21.05,13.125,,,,,0.212,,,,,0.0,,,,,,,0.005,,,0.0,,,,,,0.0,,0.0,,,0.0,0.234,10.0,,0.0,,0.0,,0.012,,4.994,,0.5579999999999999,,,,,0.0,0.0,0.0,6.0,,,,7.74,,,,,,,0.0,0.695,,,,,,,,,,,45.82,,,,,,13.0,0.0,0.0,1.122,3.0,0.0,,,,,2.17,0.0,,,13.2,1.85,,2.34
food_78,,,,,0.0,,,,,,,,,0.0,5.0,,,69.6,,0.0,0.0,,0.0,,,,,,0.0,,,,,0.045,,0.0,,,,,,,265.0,,,,,,0.032,0.05,0.018000000000000002,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.07,,,,,0.0,0.0,,2.0,,,,,,,,0.0,,,,0.032,,0.0,,0.0,,,0.003,,,,,10.0,,,,,6.0,,0.0,0.05,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.017,0.4,,0.0,,0.0,,0.0,,0.018000000000000002,,0.002,,,,,0.0,0.0,0.0,61.0,,,,42.0,,,,,,,0.0,0.005,,,,,,,,,,,0.1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,30.1,,0.23
food_89,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,2291.5,,,,,,42.51,26.64,25.02,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,0.1,,,,42.22,,0.19,,0.0,,,0.0,,,0.0,0.0,0.0,,,148.0,,0.0,0.0,0.0,25.16,,,,,1.48,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.1,,0.4,,0.24,,14.04,,10.74,,,,,0.0,0.0,0.1,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,,0.0
food_94,,,,0.025,0.0,0.105,0.89,0.177,,,0.2,,,0.0,41.0,,,17.34,,0.0,0.0,,0.0,,,,,,11.7,,,,,0.077,,0.0,,0.006,,,,,187.0,,,,,,0.037000000000000005,0.059,0.025,0.0,,,,,,3.3,,23.0,23.0,23.0,0.0,,,,,,0.157,0.031,,0.031,,,0.8,0.03,,0.032,,0.0,0.0,0.067,38.0,,,0.232,0.009000000000000001,,,,0.0,,,,0.037000000000000005,,0.0,,0.0,,,0.3,,,0.321,0.033,51.0,,,,,308.0,0.052000000000000005,1.53,0.056,,,,,0.002,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.03,0.7,0.025,0.0,,0.0,,0.0,,0.025,,0.0,,,,,0.0,0.0,0.0,5.0,,,,2.9,,,,,,,0.0,0.01,0.026,,,,,,,,,,0.15,,0.006,0.018000000000000002,0.033,0.0,0.0,0.0,0.0,0.24,3.0,0.0,0.0,,,,0.38,0.0,,,1.6,80.09,,0.33
food_98,,,,,0.0,,1.8,,,,,,,0.0,58.0,,,2.5,,,,,0.0,,,,,,,,,,,0.093,,,,,,,,,36.5,,,,,,0.005,0.084,0.032,0.0,,,,,,1.5,,15.0,15.0,15.0,0.0,,,,,,,,,,,,0.8,,,,,,,,39.0,,,0.639,,,,,0.003,,,,0.003,,,,,,,0.5,,,0.312,,28.0,,,,,130.0,,1.5,0.013,,,,,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.13,0.7,,,,,,0.004,,0.024,,0.002,,,,,,,,130.0,,,,0.29,,,,,,,0.0,0.04,,,,,,,,,,,0.2,,,,,4400.0,,0.0,,0.304,30.0,0.0,0.0,,,,1.42,,,,337.0,94.0,,0.38
food_99,,,,,0.0,,1.4,,,,,,,0.0,42.0,,,23.88,,0.0,40.0,,0.0,,,,,,45.8,,,,,0.134,,0.0,,,,,,,352.5,,,,,,0.013,0.873,0.354,0.0,,,,,,5.1,,173.0,173.0,173.0,0.0,,,,,,,,,,,,1.6,,,,,190.0,0.0,,68.0,,,0.574,,,,,0.0,,,,0.013,,0.0,,0.0,,,2.2,,,0.68,,127.0,,,,,552.0,,7.2,0.835,,,,,0.038,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.17,1.5,,0.0,,0.0,,0.0,,0.329,,0.025,,,,,0.0,0.0,0.0,5.0,,,,3.0,,,,,,,0.0,0.4,,,,,,,,,,,1.64,,,,,67.0,3.0,0.0,0.0,0.068,39.0,0.0,0.0,,,,0.39,0.0,,,24.0,65.88,,1.04
food_110,,,,,0.0,,,,,,,,,0.0,39.0,,,21.57,,0.0,9.0,,7.0,,,,,,22.3,,,,,0.171,,2.0,,,,,,,105.0,,,,,,0.222,0.4,0.231,,,,,,,4.4,,8.0,8.0,8.0,0.0,,,,,,,,,,,,1.4,,,,,9.0,83.0,,30.0,,,,,,,,0.008,,,,0.205,,0.005,,0.005,,,0.289,,,,,88.0,,,,,231.0,,4.52,0.223,,,,,0.18,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.014,4.8,,0.004,,0.001,,0.006,,0.16,,0.048,,,,,0.0,0.0,0.0,391.0,,,,8.23,,,,,,,0.0,0.031,,,,,,,,,,,0.89,,,,,,1.0,0.0,0.0,0.048,0.0,0.0,,,,,0.04,0.0,,,0.4,71.48,,0.51
food_112,,,,,0.0,,,,,,,,,0.0,6.0,,,0.0,,0.0,0.0,,112.0,,,,,,133.4,,,,,0.28300000000000003,,0.0,,,,,,,190.0,,,,,,0.89,0.261,2.227,,,,,,,0.0,,11.0,11.0,11.0,0.0,,,,,,,,,,,,4.98,,,,,0.0,0.0,,28.0,,,,,,,,0.071,,,,0.794,,0.0,,0.0,,,7.3889999999999985,,,,,260.0,,,,,311.0,,36.08,0.149,,,,,0.07,,,,,0.0,,,,,,,0.043,,,0.0,,,,,,0.0,,0.0,,,0.0,0.653,17.6,,0.0,,0.004,,0.142,,0.878,,1.067,,,,,0.0,0.0,0.0,267.0,,,,0.0,,,,,,,0.0,0.152,,,,,,,,,,,3.93,,,,,,0.0,3.04,0.0,0.478,0.0,0.0,,,,,0.75,0.0,,,1.5,59.45,,8.59
food_118,,,,,0.0,,3.3,,,,,,,0.0,205.0,,,74.73,,0.0,0.0,,0.0,,,,,,13.3,,,,,0.487,,0.0,,,,,,,751.5,,,,,,0.032,0.05,0.018000000000000002,,,,,,,0.0,,0.0,0.0,0.0,0.0,12.79,,,,11.92,,,,,,,4.72,,,,,0.0,0.0,,242.0,,,1.53,,,,,0.0,,,,0.032,,0.0,,0.0,,,0.93,,,0.804,,31.0,,,,,1464.0,,0.0,0.05,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.002,17.8,,0.0,,0.0,,0.0,,0.018000000000000002,,0.002,,,,,0.0,0.0,0.0,37.0,,,29.4,74.72,,,,,,,0.0,0.041,,,,,,,,,,,0.1,,,,,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,21.87,,0.29
food_120,,,,0.486,,0.6709999999999999,2.23,0.785,,,,,,,37.0,,,72.13,,,,,0.0,,,,,,,,,,,0.457,,,,0.275,,,,,871.0,,,,,,0.211,0.913,0.366,,,,,,,,,73.0,73.0,73.0,0.0,,,,,,4.006,0.5589999999999999,,0.311,,,2.57,0.479,,0.911,,,,0.365,130.0,,,3.21,0.204,,,,0.018000000000000002,,,,0.17800000000000002,,0.015,,,,,1.43,,,1.3230000000000002,0.638,358.0,,,,,332.0,1.1840000000000002,13.05,0.853,,,,,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.134,,0.593,,,0.014,,0.009000000000000001,,0.274,,0.031,,,,,,,0.018000000000000002,5.0,,,,,,,,,,,,0.416,0.405,,,,,,,,,,2.09,,0.157,0.383,0.609,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,,,,0.9,0.0,,,,10.51,,3.45
food_126,,,,,0.0,,,,,,,,,0.0,191.0,,,13.05,,3.0,59.0,,43.0,,,,,,21.2,,,,,0.06,,0.0,,,,,,,236.0,,,,,,4.913,0.941,7.505,,,,,,,1.1,,37.0,9.0,25.0,16.0,,,,,,,,,,,,1.58,,,,,30.0,682.0,,18.0,,,,,,,,0.395,,,,4.277,,0.026,,0.0,,,2.207,,,,,185.0,,,,,171.0,,11.51,0.7929999999999999,,,,,0.126,,,,,0.0,,,,,,,0.013,,,0.001,,,,,,0.002,,0.0,,,53.0,0.204,12.4,,0.155,,0.14,,1.042,,3.617,,1.751,,,,,0.181,0.073,0.076,425.0,,,,1.94,,,,,,,0.0,0.127,,,,,,,,,,,15.18,,,,,,58.0,0.58,0.0,0.1,1.5,0.1,,,,,0.29,0.0,,,3.5,58.32,,1.88
food_133,,,,,,,1.12,,,,,,,,6.0,,,27.09,,6.0,23.0,,0.0,,,,,,,,,,,0.207,,0.0,,,,,,,381.0,,,,,,,,,0.0,,,,,,3.8,,,36.0,36.0,,,,,,,,,,,,,0.43,,,,,,,,30.0,,,0.325,,,,,,,,,,,,,,,,1.074,,,0.23,,39.0,,,,,436.0,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.374,,,,,,,,,,,5.33,,,,,44.0,2.0,0.0,,0.316,19.7,,,,,,,,,,,64.99,,0.28
food_139,,,,1.109,,1.685,4.03,2.938,,,,,,,138.0,,,61.91,,,,,0.0,,,,,,,,,,,0.879,,,,0.269,,,,,899.5,,,,,,0.114,0.565,0.339,0.0,,,,,,11.0,,658.0,658.0,658.0,0.0,,,,,,4.6080000000000005,1.004,,0.755,,,8.61,0.989,,1.864,,,,1.646,338.0,,,1.59,0.34600000000000003,,,,,,,,0.114,,,,,,,2.158,,,1.556,1.421,559.0,,,,,1157.0,1.094,24.33,0.308,,,,,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.235,8.2,1.218,,,,,0.001,,0.318,,0.02,,,,,,,,17.0,,,,,,,,,,,,0.887,0.926,,,,,,,,,,1.31,,0.3,0.7859999999999999,1.16,52.0,3.0,0.0,,0.371,1.6,0.0,0.0,,,,,,,,,8.43,,3.5
food_141,,,,0.055,0.0,0.112,0.82,0.136,,,,,,0.0,26.0,,,16.3,,,,,0.0,,,,,,,,,,,0.11,,,,0.016,,,,,173.5,,,,,,0.004,0.045,0.022,0.0,,,,,,2.5,,14.0,14.0,14.0,0.0,,,,,,0.159,0.046,,0.03,,,0.44,0.045,,0.084,,,,0.052000000000000005,12.0,,,0.242,0.018000000000000002,,,,,,,,0.004,,,,,,,0.481,,,0.433,0.062,34.0,,,,,418.0,0.048,1.34,0.038,,,,,0.006999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.019,0.7,0.071,,,,,,,0.02,,0.002,,,,,,,,13.0,,,,0.31,,,,,,,0.0,0.102,0.047,,,,,,,,,,0.1,,0.011,0.035,0.054000000000000006,0.0,,0.0,,0.179,2.6,0.0,0.0,,,,0.21,,,,1.4,81.44,,0.27
food_169,,,,0.073,,0.049,1.12,0.147,,,,,,,18.0,,,32.1,,0.0,82.0,,0.0,,,,,,,,,,,0.213,,7.0,,0.012,,,,,322.0,,,,,,0.102,0.097,0.16899999999999998,0.0,,0.0,0.0,,,5.4,,,7.0,7.0,,7.66,0.0,,,8.01,0.147,0.073,,0.049,,,0.78,0.061,0.0,0.073,,204.0,199.0,0.073,11.0,,0.38,0.204,0.024,0.004,,0.0,0.004,0.004,0.0,,0.095,0.095,0.0,,0.0,0.0,0.0,1.432,,,0.397,0.061,26.0,,,,,454.0,0.085,1.45,0.011,,0.0,,0.011,0.08199999999999999,,0.08199999999999999,0.0,,0.0,,0.0,0.0,,0.0,,0.004,0.0,,0.0,,,,0.0,,0.0,,0.0,,,0.0,0.116,,0.195,0.015,,0.008,,0.013,0.002,0.102,0.004,0.023,0.002,,0.0,0.0,,,0.0,7.0,6.33,,4.09,20.14,,0.0,0.0,0.0,,0.0,,0.013,0.085,0.0,0.0,0.0,0.36,0.0,0.0,0.0,,,0.46,,0.049,0.049,0.073,143.0,7.0,0.0,,0.72,23.0,,,,,,2.11,,,,,64.87,,0.19
food_182,,,,,0.0,,8.04,,,,,,,0.0,40.0,,,4.89,,0.0,83.0,,0.0,,,,,,6.5,,,,,0.374,,0.0,,,,,,,59.5,,,,,,0.063,0.304,0.233,0.0,,,,,,3.2,,23.0,23.0,23.0,0.0,,,,,,,,,,,,1.67,,,,,0.0,0.0,,33.0,,,0.078,,,,,0.004,,,,0.057,,0.001,,0.0,,,0.652,,,0.027000000000000003,,10.0,,,48.0,,40.0,,2.36,0.111,,,,,0.183,,,,,0.0,,,,,,,0.002,,,0.0,,,,,,0.001,,0.0,,,0.0,0.139,1.2,,0.0,,0.0,,0.001,,0.17,,0.036000000000000004,,,,,0.0,0.0,0.0,2348.0,,,,0.41,,,,,,,0.0,0.018000000000000002,,,,,,,,,,,0.86,,,,,138.0,7.0,0.0,0.0,0.023,4.3,0.0,0.0,,,,0.88,0.0,,,24.6,83.85,,0.32
food_188,,,,0.436,0.0,0.575,1.51,0.63,,,,,,0.0,35.0,,,75.87,,0.0,5.0,,0.0,,,,,,28.1,,,,,0.335,,0.0,,0.285,,,,,886.5,,,,,,0.173,0.541,0.232,,,,,,,12.5,,27.0,27.0,27.0,0.0,,,,,,3.878,0.495,,0.285,,,2.46,0.455,,0.83,,220.0,0.0,0.339,164.0,,,3.048,0.19,,,,0.006999999999999999,,,,0.166,,0.0,,0.0,,,5.114,,,1.045,0.58,300.0,,,,,410.0,1.275,12.29,0.518,,,,,0.023,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.115,2.3,0.58,0.0,,0.0,,0.001,,0.203,,0.011,,,,,0.0,0.0,0.013,17.0,,,,0.41,,,,,,,0.0,0.232,0.354,,,,,,,,,,1.33,,0.19,0.358,0.5539999999999999,9.0,0.0,0.0,0.0,0.342,0.0,0.0,0.0,,,,0.06,0.0,,,1.9,9.0,,1.93
